INSERT INTO animales (id_animal,nombre_animal,nombre_cientifico,familia,genero,especie,orden,clase,peligro_extincion)
('13415','3E','19','Hembra','America','Estados Unidos','Herbívoro','2014'),
('13416','3E','20','Macho','America','Canada','Herbívoro','2003'),
('13417','3E','21','Hembra','America','Mexico','Herbívoro','2000'),
('13418','3E','22','Hembra','America','Canada','Herbívoro','2011'),
('13419','3E','23','Hembra','America','Mexico','Herbívoro','2012'),
('13420','3E','24','Hembra','America','Estados Unidos','Herbívoro','2021'),
('13421','3E','25','Hembra','America','Canada','Herbívoro','2015'),
('13422','3E','26','Hembra','America','Estados Unidos','Herbívoro','2003'),
('13423','3E','27','Hembra','America','Estados Unidos','Herbívoro','2017'),
('13424','3E','28','Macho','America','Mexico','Herbívoro','2008'),
('13425','3E','29','Hembra','America','Estados Unidos','Herbívoro','2021'),
('13426','3E','30','Hembra','America','Mexico','Herbívoro','2011'),
('13427','3E','31','Macho','America','Estados Unidos','Herbívoro','2014'),
('13428','3E','32','Hembra','America','Canada','Herbívoro','2011'),
('13429','3E','33','Macho','America','Canada','Herbívoro','2013'),
('13430','3E','34','Hembra','America','Canada','Herbívoro','2020'),
('13431','3E','35','Macho','America','Estados Unidos','Herbívoro','2015'),
('13432','3E','36','Hembra','America','Mexico','Herbívoro','2013'),
('13433','3E','37','Macho','America','Estados Unidos','Herbívoro','2012'),
('13434','3E','38','Macho','America','Mexico','Herbívoro','2003'),
('13435','3E','39','Hembra','America','Canada','Herbívoro','2018'),
('13436','3E','40','Hembra','America','Canada','Herbívoro','2015'),
('13437','3E','41','Hembra','America','Mexico','Herbívoro','2016'),
('13438','3E','42','Macho','America','Estados Unidos','Herbívoro','2011'),
('13439','3E','43','Macho','America','Mexico','Herbívoro','2002'),
('13440','3E','44','Macho','America','Estados Unidos','Herbívoro','2005'),
('13441','3E','45','Macho','America','Canada','Herbívoro','2013'),
('13442','3E','46','Macho','America','Canada','Herbívoro','2019'),
('13443','3E','47','Macho','America','Mexico','Herbívoro','2011'),
('13444','3E','48','Macho','America','Estados Unidos','Herbívoro','2003'),
('13445','3E','49','Hembra','America','Canada','Herbívoro','2005'),
('13446','3E','50','Macho','America','Mexico','Herbívoro','2018'),
('13447','3E','51','Hembra','America','Estados Unidos','Herbívoro','2015'),
('13448','3E','52','Hembra','America','Estados Unidos','Herbívoro','2009'),
('13449','3E','53','Hembra','America','Mexico','Herbívoro','2021'),
('13450','3E','54','Macho','America','Estados Unidos','Herbívoro','2010'),
('13451','3E','55','Macho','America','Estados Unidos','Herbívoro','2014'),
('13452','3E','56','Macho','America','Canada','Herbívoro','2002'),
('13453','3E','57','Hembra','America','Estados Unidos','Herbívoro','2007'),
('13454','3E','58','Macho','America','Canada','Herbívoro','2024'),
('13455','3E','59','Macho','America','Estados Unidos','Herbívoro','2019'),
('13456','3E','60','Hembra','America','Mexico','Herbívoro','2010'),
('13457','3E','61','Macho','America','Mexico','Herbívoro','2010'),
('13458','3E','62','Hembra','America','Canada','Herbívoro','2018'),
('13459','3E','63','Macho','America','Estados Unidos','Herbívoro','2015'),
('13460','3E','64','Hembra','America','Mexico','Herbívoro','2018'),
('13461','3E','65','Macho','America','Mexico','Herbívoro','2014'),
('13462','3E','66','Hembra','America','Estados Unidos','Herbívoro','2006'),
('13463','3E','1','Hembra','America','Mexico','Herbívoro','2003'),
('13464','3E','2','Hembra','America','Mexico','Herbívoro','2014'),
('13465','3E','3','Hembra','America','Canada','Herbívoro','2012'),
('13466','3E','4','Macho','America','Estados Unidos','Herbívoro','2009'),
('13467','3E','5','Hembra','America','Estados Unidos','Herbívoro','2023'),
('13468','3E','6','Macho','America','Estados Unidos','Herbívoro','2012'),
('13469','3E','7','Macho','America','Estados Unidos','Herbívoro','2020'),
('13470','3E','8','Macho','America','Estados Unidos','Herbívoro','2006'),
('13471','3E','9','Macho','America','Mexico','Herbívoro','2009'),
('13472','3E','10','Hembra','America','Canada','Herbívoro','2023'),
('13473','3E','11','Hembra','America','Canada','Herbívoro','2011'),
('13474','3E','12','Hembra','America','Canada','Herbívoro','2024'),
('13475','3E','13','Macho','America','Estados Unidos','Herbívoro','2006'),
('13476','3E','14','Hembra','America','Canada','Herbívoro','2009'),
('13477','3E','15','Hembra','America','Canada','Herbívoro','2017'),
('13478','3E','16','Hembra','America','Canada','Herbívoro','2019'),
('13479','3E','17','Macho','America','Mexico','Herbívoro','2005'),
('13480','3E','18','Hembra','America','Mexico','Herbívoro','2011'),
('13481','3E','19','Hembra','America','Canada','Herbívoro','2004'),
('13482','3E','20','Macho','America','Canada','Herbívoro','2021'),
('13483','3E','21','Macho','America','Canada','Herbívoro','2018'),
('13484','3E','22','Hembra','America','Canada','Herbívoro','2003'),
('13485','3E','23','Hembra','America','Estados Unidos','Herbívoro','2020'),
('13486','3E','24','Macho','America','Canada','Herbívoro','2004'),
('13487','3E','25','Hembra','America','Estados Unidos','Herbívoro','2007'),
('13488','3E','26','Hembra','America','Canada','Herbívoro','2001'),
('13489','3E','27','Macho','America','Estados Unidos','Herbívoro','2019'),
('13490','3E','28','Macho','America','Estados Unidos','Herbívoro','2004'),
('13491','3E','29','Macho','America','Mexico','Herbívoro','2013'),
('13492','3E','30','Hembra','America','Estados Unidos','Herbívoro','2018'),
('13493','3E','31','Macho','America','Mexico','Herbívoro','2007'),
('13494','3E','32','Hembra','America','Mexico','Herbívoro','2022'),
('13495','3E','33','Hembra','America','Canada','Herbívoro','2017'),
('13496','3E','34','Hembra','America','Canada','Herbívoro','2009'),
('13497','3E','35','Hembra','America','Mexico','Herbívoro','2020'),
('13498','3E','36','Hembra','America','Mexico','Herbívoro','2003'),
('13499','3E','37','Macho','America','Mexico','Herbívoro','2000'),
('13500','3E','38','Hembra','America','Mexico','Herbívoro','2013'),
('13501','3E','39','Hembra','America','Canada','Herbívoro','2011'),
('13502','3E','40','Macho','America','Canada','Herbívoro','2011'),
('13503','3E','41','Hembra','America','Estados Unidos','Herbívoro','2015'),
('13504','3E','42','Hembra','America','Estados Unidos','Herbívoro','2023'),
('13505','3E','43','Macho','America','Estados Unidos','Herbívoro','2005'),
('13506','3E','44','Hembra','America','Estados Unidos','Herbívoro','2007'),
('13507','3E','45','Hembra','America','Canada','Herbívoro','2008'),
('13508','3E','46','Macho','America','Mexico','Herbívoro','2004'),
('13509','3E','47','Hembra','America','Canada','Herbívoro','2007'),
('13510','3E','48','Macho','America','Mexico','Herbívoro','2024'),
('13511','3E','49','Hembra','America','Mexico','Herbívoro','2009'),
('13512','3E','50','Hembra','America','Canada','Herbívoro','2003'),
('13513','3E','51','Hembra','America','Mexico','Herbívoro','2006'),
('13514','3E','52','Macho','America','Mexico','Herbívoro','2019'),
('13515','3E','53','Hembra','America','Estados Unidos','Herbívoro','2020'),
('13516','3E','54','Hembra','America','Estados Unidos','Herbívoro','2001'),
('13517','3E','55','Macho','America','Canada','Herbívoro','2018'),
('13518','3E','56','Macho','America','Estados Unidos','Herbívoro','2006'),
('13519','3E','57','Macho','America','Canada','Herbívoro','2017'),
('13520','3E','58','Macho','America','Mexico','Herbívoro','2006'),
('13521','3E','59','Hembra','America','Canada','Herbívoro','2016'),
('13522','3E','60','Macho','America','Mexico','Herbívoro','2010'),
('13523','3E','61','Hembra','America','Canada','Herbívoro','2006'),
('13524','3E','62','Macho','America','Canada','Herbívoro','2018'),
('13525','3E','63','Hembra','America','Canada','Herbívoro','2021'),
('13526','3E','64','Hembra','America','Mexico','Herbívoro','2018'),
('13527','3E','65','Hembra','America','Mexico','Herbívoro','2012'),
('13528','3E','66','Macho','America','Canada','Herbívoro','2024'),
('13529','3E','1','Hembra','America','Mexico','Herbívoro','2007'),
('13530','3E','2','Hembra','America','Canada','Herbívoro','2017'),
('13531','3E','3','Hembra','America','Estados Unidos','Herbívoro','2002'),
('13532','3E','4','Hembra','America','Canada','Herbívoro','2015'),
('13533','3E','5','Macho','America','Estados Unidos','Herbívoro','2010'),
('13534','3E','6','Hembra','America','Mexico','Herbívoro','2008'),
('13535','3E','7','Hembra','America','Canada','Herbívoro','2000'),
('13536','3E','8','Macho','America','Canada','Herbívoro','2018'),
('13537','3E','9','Hembra','America','Canada','Herbívoro','2004'),
('13538','3E','10','Hembra','America','Mexico','Herbívoro','2007'),
('13539','3E','11','Macho','America','Mexico','Herbívoro','2021'),
('13540','3E','12','Hembra','America','Canada','Herbívoro','2001'),
('13541','3E','13','Hembra','America','Estados Unidos','Herbívoro','2019'),
('13542','3E','14','Macho','America','Canada','Herbívoro','2016'),
('13543','3E','15','Hembra','America','Mexico','Herbívoro','2005'),
('13544','3E','16','Hembra','America','Mexico','Herbívoro','2004'),
('13545','3E','17','Macho','America','Estados Unidos','Herbívoro','2024'),
('13546','3E','18','Macho','America','Mexico','Herbívoro','2001'),
('13547','3E','19','Macho','America','Estados Unidos','Herbívoro','2009'),
('13548','3E','20','Macho','America','Estados Unidos','Herbívoro','2001'),
('13549','3E','21','Hembra','America','Canada','Herbívoro','2001'),
('13550','3E','22','Hembra','America','Canada','Herbívoro','2021'),
('13551','3E','23','Hembra','America','Estados Unidos','Herbívoro','2018'),
('13552','3E','24','Hembra','America','Mexico','Herbívoro','2016'),
('13553','3E','25','Macho','America','Estados Unidos','Herbívoro','2010'),
('13554','3E','26','Hembra','America','Estados Unidos','Herbívoro','2010'),
('13555','3E','27','Macho','America','Estados Unidos','Herbívoro','2022'),
('13556','3E','28','Macho','America','Mexico','Herbívoro','2003'),
('13557','3E','29','Macho','America','Canada','Herbívoro','2013'),
('13558','3E','30','Macho','America','Canada','Herbívoro','2005'),
('13559','3E','31','Macho','America','Estados Unidos','Herbívoro','2013'),
('13560','3E','32','Hembra','America','Estados Unidos','Herbívoro','2002'),
('13561','3E','33','Hembra','America','Canada','Herbívoro','2017'),
('13562','3E','34','Hembra','America','Mexico','Herbívoro','2020'),
('13563','3E','35','Hembra','America','Canada','Herbívoro','2006'),
('13564','3E','36','Macho','America','Mexico','Herbívoro','2016'),
('13565','3E','37','Hembra','America','Estados Unidos','Herbívoro','2018'),
('13566','3E','38','Hembra','America','Canada','Herbívoro','2022'),
('13567','3E','39','Hembra','America','Mexico','Herbívoro','2009'),
('13568','3E','40','Macho','America','Mexico','Herbívoro','2012'),
('13569','3E','41','Macho','America','Estados Unidos','Herbívoro','2022'),
('13570','3E','42','Hembra','America','Estados Unidos','Herbívoro','2023'),
('13571','3E','43','Hembra','America','Mexico','Herbívoro','2008'),
('13572','3E','44','Macho','America','Estados Unidos','Herbívoro','2003'),
('13573','3E','45','Hembra','America','Estados Unidos','Herbívoro','2020'),
('13574','3E','46','Hembra','America','Mexico','Herbívoro','2021'),
('13575','3E','47','Macho','America','Mexico','Herbívoro','2013'),
('13576','3E','48','Hembra','America','Estados Unidos','Herbívoro','2005'),
('13577','3E','49','Macho','America','Mexico','Herbívoro','2016'),
('13578','3E','50','Hembra','America','Mexico','Herbívoro','2000'),
('13579','3E','51','Macho','America','Mexico','Herbívoro','2017'),
('13580','3E','52','Hembra','America','Canada','Herbívoro','2003'),
('13581','3E','53','Macho','America','Mexico','Herbívoro','2017'),
('13582','3E','54','Macho','America','Mexico','Herbívoro','2019'),
('13583','3E','55','Macho','America','Estados Unidos','Herbívoro','2003'),
('13584','3E','56','Macho','America','Estados Unidos','Herbívoro','2017'),
('13585','3E','57','Macho','America','Mexico','Herbívoro','2009'),
('13586','3E','58','Hembra','America','Canada','Herbívoro','2017'),
('13587','3E','59','Macho','America','Canada','Herbívoro','2008'),
('13588','3E','60','Macho','America','Mexico','Herbívoro','2018'),
('13589','3E','61','Macho','America','Mexico','Herbívoro','2022'),
('13590','3E','62','Macho','America','Estados Unidos','Herbívoro','2007'),
('13591','3E','63','Macho','America','Mexico','Herbívoro','2021'),
('13592','3E','64','Hembra','America','Canada','Herbívoro','2000'),
('13593','3E','65','Macho','America','Mexico','Herbívoro','2000'),
('13594','3E','66','Macho','America','Canada','Herbívoro','2022'),
('13595','3E','1','Macho','America','Estados Unidos','Herbívoro','2011'),
('13596','3E','2','Macho','America','Estados Unidos','Herbívoro','2018'),
('13597','3E','3','Macho','America','Canada','Herbívoro','2023'),
('13598','3E','4','Hembra','America','Estados Unidos','Herbívoro','2017'),
('13599','3E','5','Macho','America','Estados Unidos','Herbívoro','2012'),
('13600','3E','6','Hembra','America','Canada','Herbívoro','2013'),
('13601','3E','7','Hembra','America','Estados Unidos','Herbívoro','2020'),
('13602','3E','8','Macho','America','Estados Unidos','Herbívoro','2018'),
('13603','3E','9','Macho','America','Mexico','Herbívoro','2006'),
('13604','3E','10','Macho','America','Estados Unidos','Herbívoro','2001'),
('13605','3E','11','Hembra','America','Canada','Herbívoro','2002'),
('13606','3E','12','Hembra','America','Mexico','Herbívoro','2018'),
('13607','3E','13','Macho','America','Estados Unidos','Herbívoro','2015'),
('13608','3E','14','Macho','America','Estados Unidos','Herbívoro','2012'),
('13609','3E','15','Macho','America','Mexico','Herbívoro','2002'),
('13610','3E','16','Macho','America','Mexico','Herbívoro','2008'),
('13611','3E','17','Hembra','America','Mexico','Herbívoro','2003'),
('13612','3E','18','Hembra','America','Canada','Herbívoro','2000'),
('13613','3E','19','Macho','America','Estados Unidos','Herbívoro','2008'),
('13614','3E','20','Hembra','America','Canada','Herbívoro','2023'),
('13615','3E','21','Macho','America','Estados Unidos','Herbívoro','2004'),
('13616','3E','22','Hembra','America','Canada','Herbívoro','2015'),
('13617','3E','23','Macho','America','Canada','Herbívoro','2000'),
('13618','3E','24','Hembra','America','Mexico','Herbívoro','2007'),
('13619','3E','25','Macho','America','Canada','Herbívoro','2024'),
('13620','3E','26','Macho','America','Canada','Herbívoro','2008'),
('13621','3E','27','Hembra','America','Mexico','Herbívoro','2004'),
('13622','3E','28','Hembra','America','Mexico','Herbívoro','2020'),
('13623','3E','29','Macho','America','Mexico','Herbívoro','2000'),
('13624','3E','30','Macho','America','Mexico','Herbívoro','2024'),
('13625','3E','31','Macho','America','Canada','Herbívoro','2007'),
('13626','3E','32','Macho','America','Estados Unidos','Herbívoro','2006'),
('13627','3E','33','Macho','America','Mexico','Herbívoro','2019'),
('13628','3E','34','Macho','America','Mexico','Herbívoro','2021'),
('13629','3E','35','Hembra','America','Mexico','Herbívoro','2019'),
('13630','3E','36','Hembra','America','Canada','Herbívoro','2022'),
('13631','3E','37','Hembra','America','Mexico','Herbívoro','2004'),
('13632','3E','38','Hembra','America','Mexico','Herbívoro','2007'),
('13633','3E','39','Hembra','America','Mexico','Herbívoro','2018'),
('13634','3E','40','Macho','America','Estados Unidos','Herbívoro','2018'),
('13635','3E','41','Macho','America','Canada','Herbívoro','2018'),
('13636','3E','42','Hembra','America','Canada','Herbívoro','2017'),
('13637','3E','43','Macho','America','Mexico','Herbívoro','2008'),
('13638','3E','44','Hembra','America','Estados Unidos','Herbívoro','2020'),
('13639','3E','45','Macho','America','Estados Unidos','Herbívoro','2012'),
('13640','3E','46','Macho','America','Canada','Herbívoro','2006'),
('13641','3E','47','Macho','America','Estados Unidos','Herbívoro','2014'),
('13642','3E','48','Hembra','America','Canada','Herbívoro','2002'),
('13643','3E','49','Hembra','America','Canada','Herbívoro','2001'),
('13644','3E','50','Macho','America','Canada','Herbívoro','2012'),
('13645','3E','51','Macho','America','Mexico','Herbívoro','2010'),
('13646','3E','52','Macho','America','Estados Unidos','Herbívoro','2016'),
('13647','3E','53','Hembra','America','Mexico','Herbívoro','2006'),
('13648','3E','54','Macho','America','Mexico','Herbívoro','2009'),
('13649','3E','55','Hembra','America','Canada','Herbívoro','2023'),
('13650','3E','56','Hembra','America','Estados Unidos','Herbívoro','2015'),
('13651','3E','57','Hembra','America','Mexico','Herbívoro','2007'),
('13652','3E','58','Macho','America','Estados Unidos','Herbívoro','2001'),
('13653','3E','59','Hembra','America','Mexico','Herbívoro','2010'),
('13654','3E','60','Hembra','America','Estados Unidos','Herbívoro','2013'),
('13655','3E','61','Macho','America','Canada','Herbívoro','2022'),
('13656','3E','62','Macho','America','Estados Unidos','Herbívoro','2022'),
('13657','3E','63','Hembra','America','Estados Unidos','Herbívoro','2024'),
('13658','3E','64','Macho','America','Canada','Herbívoro','2023'),
('13659','3E','65','Hembra','America','Mexico','Herbívoro','2015'),
('13660','3E','66','Hembra','America','Estados Unidos','Herbívoro','2011'),
('13661','3E','1','Macho','America','Canada','Herbívoro','2021'),
('13662','3E','2','Macho','America','Mexico','Herbívoro','2012'),
('13663','3E','3','Hembra','America','Canada','Herbívoro','2023'),
('13664','3E','4','Hembra','America','Estados Unidos','Herbívoro','2007'),
('13665','3E','5','Macho','America','Mexico','Herbívoro','2019'),
('13666','3E','6','Macho','America','Canada','Herbívoro','2018'),
('13667','3E','7','Hembra','America','Canada','Herbívoro','2006'),
('13668','3E','8','Hembra','America','Canada','Herbívoro','2005'),
('13669','3E','9','Hembra','America','Mexico','Herbívoro','2006'),
('13670','3E','10','Macho','America','Estados Unidos','Herbívoro','2004'),
('13671','3E','11','Hembra','America','Estados Unidos','Herbívoro','2015'),
('13672','3E','12','Hembra','America','Estados Unidos','Herbívoro','2006'),
('13673','3E','13','Macho','America','Mexico','Herbívoro','2017'),
('13674','3E','14','Hembra','America','Canada','Herbívoro','2016'),
('13675','3E','15','Macho','America','Mexico','Herbívoro','2004'),
('13676','3E','16','Hembra','America','Canada','Herbívoro','2014'),
('13677','3E','17','Macho','America','Canada','Herbívoro','2023'),
('13678','3E','18','Hembra','America','Estados Unidos','Herbívoro','2007'),
('13679','3E','19','Macho','America','Canada','Herbívoro','2024'),
('13680','3E','20','Macho','America','Mexico','Herbívoro','2003'),
('13681','3E','21','Hembra','America','Canada','Herbívoro','2012'),
('13682','3E','22','Macho','America','Mexico','Herbívoro','2022'),
('13683','3E','23','Hembra','America','Estados Unidos','Herbívoro','2021'),
('13684','3E','24','Hembra','America','Mexico','Herbívoro','2002'),
('13685','3E','25','Macho','America','Estados Unidos','Herbívoro','2015'),
('13686','3E','26','Macho','America','Mexico','Herbívoro','2002'),
('13687','3E','27','Macho','America','Estados Unidos','Herbívoro','2022'),
('13688','3E','28','Hembra','America','Canada','Herbívoro','2010'),
('13689','3E','29','Macho','America','Canada','Herbívoro','2000'),
('13690','3E','30','Macho','America','Estados Unidos','Herbívoro','2024'),
('13691','3E','31','Macho','America','Estados Unidos','Herbívoro','2005'),
('13692','3E','32','Macho','America','Mexico','Herbívoro','2001'),
('13693','3E','33','Macho','America','Estados Unidos','Herbívoro','2004'),
('13694','3E','34','Macho','America','Canada','Herbívoro','2015'),
('13695','3E','35','Macho','America','Canada','Herbívoro','2019'),
('13696','3E','36','Hembra','America','Canada','Herbívoro','2016'),
('13697','3E','37','Macho','America','Canada','Herbívoro','2017'),
('13698','3E','38','Hembra','America','Canada','Herbívoro','2018'),
('13699','3E','39','Hembra','America','Canada','Herbívoro','2023'),
('13700','3E','40','Hembra','America','Mexico','Herbívoro','2009'),
('13701','3E','41','Hembra','America','Estados Unidos','Herbívoro','2023'),
('13702','3E','42','Macho','America','Estados Unidos','Herbívoro','2017'),
('13703','3E','43','Hembra','America','Estados Unidos','Herbívoro','2021'),
('13704','3E','44','Hembra','America','Mexico','Herbívoro','2003'),
('13705','3E','45','Macho','America','Estados Unidos','Herbívoro','2003'),
('13706','3E','46','Macho','America','Estados Unidos','Herbívoro','2011'),
('13707','3E','47','Macho','America','Canada','Herbívoro','2015'),
('13708','3E','48','Macho','America','Mexico','Herbívoro','2021'),
('13709','3E','49','Macho','America','Estados Unidos','Herbívoro','2007'),
('13710','3E','50','Hembra','America','Estados Unidos','Herbívoro','2006'),
('13711','3E','51','Hembra','America','Canada','Herbívoro','2023'),
('13712','3E','52','Hembra','America','Canada','Herbívoro','2006'),
('13713','3E','53','Hembra','America','Estados Unidos','Herbívoro','2023'),
('13714','3E','54','Macho','America','Mexico','Herbívoro','2014'),
('13715','3E','55','Hembra','America','Canada','Herbívoro','2016'),
('13716','3E','56','Macho','America','Canada','Herbívoro','2013'),
('13717','3E','57','Macho','America','Mexico','Herbívoro','2006'),
('13718','3E','58','Hembra','America','Mexico','Herbívoro','2022'),
('13719','3E','59','Macho','America','Canada','Herbívoro','2014'),
('13720','3E','60','Hembra','America','Mexico','Herbívoro','2023'),
('13721','3E','61','Macho','America','Mexico','Herbívoro','2013'),
('13722','3E','62','Hembra','America','Canada','Herbívoro','2019'),
('13723','3E','63','Macho','America','Canada','Herbívoro','2019'),
('13724','3E','64','Hembra','America','Mexico','Herbívoro','2017'),
('13725','3E','65','Macho','America','Canada','Herbívoro','2004'),
('13726','3E','66','Hembra','America','Estados Unidos','Herbívoro','2006'),
('13727','3E','1','Macho','America','Estados Unidos','Herbívoro','2006'),
('13728','3E','2','Hembra','America','Mexico','Herbívoro','2003'),
('13729','3E','3','Hembra','America','Estados Unidos','Herbívoro','2010'),
('13730','3E','4','Macho','America','Mexico','Herbívoro','2005'),
('13731','3E','5','Macho','America','Estados Unidos','Herbívoro','2002'),
('13732','3E','6','Hembra','America','Estados Unidos','Herbívoro','2005'),
('13733','3E','7','Hembra','America','Estados Unidos','Herbívoro','2018'),
('13734','3E','8','Hembra','America','Canada','Herbívoro','2005'),
('13735','3E','9','Macho','America','Mexico','Herbívoro','2017'),
('13736','3E','10','Hembra','America','Mexico','Herbívoro','2015'),
('13737','3E','11','Hembra','America','Estados Unidos','Herbívoro','2019'),
('13738','3E','12','Macho','America','Mexico','Herbívoro','2012'),
('13739','3E','13','Hembra','America','Mexico','Herbívoro','2004'),
('13740','3E','14','Hembra','America','Mexico','Herbívoro','2004'),
('13741','3E','15','Macho','America','Canada','Herbívoro','2021'),
('13742','3E','16','Hembra','America','Canada','Herbívoro','2010'),
('13743','3E','17','Hembra','America','Estados Unidos','Herbívoro','2010'),
('13744','3E','18','Hembra','America','Mexico','Herbívoro','2022'),
('13745','3E','19','Macho','America','Canada','Herbívoro','2016'),
('13746','3E','20','Macho','America','Estados Unidos','Herbívoro','2007'),
('13747','3E','21','Macho','America','Mexico','Herbívoro','2005'),
('13748','3E','22','Hembra','America','Mexico','Herbívoro','2001'),
('13749','3E','23','Hembra','America','Canada','Herbívoro','2008'),
('13750','3E','24','Macho','America','Mexico','Herbívoro','2023'),
('13751','3E','25','Macho','America','Mexico','Herbívoro','2005'),
('13752','3E','26','Macho','America','Mexico','Herbívoro','2019'),
('13753','3E','27','Macho','America','Mexico','Herbívoro','2012'),
('13754','3E','28','Hembra','America','Canada','Herbívoro','2014'),
('13755','3E','29','Macho','America','Estados Unidos','Herbívoro','2016'),
('13756','3E','30','Macho','America','Estados Unidos','Herbívoro','2005'),
('13757','3E','31','Hembra','America','Canada','Herbívoro','2024'),
('13758','3E','32','Hembra','America','Canada','Herbívoro','2024'),
('13759','3E','33','Hembra','America','Canada','Herbívoro','2024'),
('13760','3E','34','Macho','America','Mexico','Herbívoro','2006'),
('13761','3E','35','Hembra','America','Canada','Herbívoro','2016'),
('13762','3E','36','Hembra','America','Estados Unidos','Herbívoro','2001'),
('13763','3E','37','Hembra','America','Estados Unidos','Herbívoro','2021'),
('13764','3E','38','Hembra','America','Mexico','Herbívoro','2016'),
('13765','3E','39','Hembra','America','Canada','Herbívoro','2004'),
('13766','3E','40','Hembra','America','Mexico','Herbívoro','2009'),
('13767','3E','41','Hembra','America','Mexico','Herbívoro','2004'),
('13768','3E','42','Macho','America','Mexico','Herbívoro','2017'),
('13769','3E','43','Macho','America','Mexico','Herbívoro','2022'),
('13770','3E','44','Macho','America','Canada','Herbívoro','2001'),
('13771','3E','45','Hembra','America','Mexico','Herbívoro','2000'),
('13772','3E','46','Macho','America','Canada','Herbívoro','2020'),
('13773','3E','47','Hembra','America','Estados Unidos','Herbívoro','2002'),
('13774','3E','48','Macho','America','Canada','Herbívoro','2016'),
('13775','3E','49','Hembra','America','Canada','Herbívoro','2007'),
('13776','3E','50','Hembra','America','Canada','Herbívoro','2024'),
('13777','3E','51','Macho','America','Canada','Herbívoro','2008'),
('13778','3E','52','Macho','America','Mexico','Herbívoro','2019'),
('13779','3E','53','Hembra','America','Canada','Herbívoro','2013'),
('13780','3E','54','Hembra','America','Canada','Herbívoro','2009'),
('13781','3E','55','Hembra','America','Mexico','Herbívoro','2001'),
('13782','3E','56','Hembra','America','Mexico','Herbívoro','2011'),
('13783','3E','57','Hembra','America','Canada','Herbívoro','2014'),
('13784','3E','58','Macho','America','Mexico','Herbívoro','2014'),
('13785','3E','59','Macho','America','Canada','Herbívoro','2016'),
('13786','3E','60','Hembra','America','Estados Unidos','Herbívoro','2010'),
('13787','3E','61','Hembra','America','Estados Unidos','Herbívoro','2002'),
('13788','3E','62','Hembra','America','Estados Unidos','Herbívoro','2003'),
('13789','3E','63','Hembra','America','Mexico','Herbívoro','2001'),
('13790','3E','64','Hembra','America','Mexico','Herbívoro','2001'),
('13791','3E','65','Macho','America','Estados Unidos','Herbívoro','2002'),
('13792','3E','66','Macho','America','Mexico','Herbívoro','2018'),
('13793','3E','1','Hembra','America','Estados Unidos','Herbívoro','2015'),
('13794','3E','2','Macho','America','Estados Unidos','Herbívoro','2005'),
('13795','3E','3','Macho','America','Canada','Herbívoro','2019'),
('13796','3E','4','Hembra','America','Canada','Herbívoro','2000'),
('13797','3E','5','Macho','America','Canada','Herbívoro','2020'),
('13798','3E','6','Hembra','America','Canada','Herbívoro','2008'),
('13799','3E','7','Hembra','America','Canada','Herbívoro','2015'),
('13800','3E','8','Hembra','America','Mexico','Herbívoro','2013'),
('13801','3E','9','Hembra','America','Mexico','Herbívoro','2010'),
('13802','3E','10','Macho','America','Canada','Herbívoro','2008'),
('13803','3E','11','Hembra','America','Mexico','Herbívoro','2013'),
('13804','3E','12','Hembra','America','Canada','Herbívoro','2002'),
('13805','3E','13','Hembra','America','Mexico','Herbívoro','2009'),
('13806','3E','14','Macho','America','Estados Unidos','Herbívoro','2022'),
('13807','3E','15','Macho','America','Canada','Herbívoro','2008'),
('13808','3E','16','Hembra','America','Estados Unidos','Herbívoro','2005'),
('13809','3E','17','Hembra','America','Canada','Herbívoro','2013'),
('13810','3E','18','Hembra','America','Mexico','Herbívoro','2012'),
('13811','3E','19','Hembra','America','Canada','Herbívoro','2005'),
('13812','3E','20','Macho','America','Estados Unidos','Herbívoro','2008'),
('13813','3E','21','Hembra','America','Canada','Herbívoro','2007'),
('13814','3E','22','Hembra','America','Estados Unidos','Herbívoro','2022'),
('13815','3E','23','Hembra','America','Mexico','Herbívoro','2009'),
('13816','3E','24','Hembra','America','Canada','Herbívoro','2023'),
('13817','3E','25','Macho','America','Estados Unidos','Herbívoro','2020'),
('13818','3E','26','Macho','America','Canada','Herbívoro','2017'),
('13819','3E','27','Macho','America','Mexico','Herbívoro','2004'),
('13820','3E','28','Hembra','America','Estados Unidos','Herbívoro','2004'),
('13821','3E','29','Macho','America','Mexico','Herbívoro','2004'),
('13822','3E','30','Hembra','America','Mexico','Herbívoro','2012'),
('13823','3E','31','Hembra','America','Canada','Herbívoro','2011'),
('13824','3E','32','Macho','America','Estados Unidos','Herbívoro','2024'),
('13825','3E','33','Macho','America','Mexico','Herbívoro','2022'),
('13826','3E','34','Hembra','America','Canada','Herbívoro','2004'),
('13827','3E','35','Macho','America','Mexico','Herbívoro','2013'),
('13828','3E','36','Hembra','America','Mexico','Herbívoro','2020'),
('13829','3E','37','Macho','America','Mexico','Herbívoro','2023'),
('13830','3E','38','Hembra','America','Mexico','Herbívoro','2008'),
('13831','3E','39','Macho','America','Mexico','Herbívoro','2018'),
('13832','3E','40','Hembra','America','Mexico','Herbívoro','2002'),
('13833','3E','41','Hembra','America','Canada','Herbívoro','2019'),
('13834','3E','42','Hembra','America','Canada','Herbívoro','2006'),
('13835','3E','43','Hembra','America','Canada','Herbívoro','2019'),
